,smiles,task1,task2,task3,task4,task5,task6,task7,task8,task9,task10,task11
10134,N=C1NC(c2ccncc2)(c2cccc(-c3cncc(F)c3)c2)c2cccc(F)c21,0,0,0,0,0,0,0,0,-1,0,0
10135,CCO[Si](CCCCl)(OCC)OCC,0,0,0,0,1,-1,0,0,0,0,0
10136,CN1C2CCC1CC(OC(=O)C(O)c1ccccc1)C2,0,0,-1,1,-1,-1,0,0,0,0,0
10137,O=[N+]([O-])c1ccc(O)cc1,0,0,0,0,0,-1,0,0,0,0,0
10138,C[N+](C)([O-])CCCN1c2ccccc2CCc2ccccc21,0,0,1,0,0,0,0,0,0,0,0
10139,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,0,0,1,-1,-1,-1,-1,0,0,0,-1
10140,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)N=C(O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,0,0,0,0,0,-1,0,0,0,0,0
10141,C[C@H](N)C(=O)c1ccccc1,0,0,1,0,0,0,0,0,0,0,0
10142,C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(=N)O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.Cl,0,0,0,0,0,0,0,0,0,0,-1
10143,O=C(O)[C@@H]1O[C@@H](O[C@@H]2[C@@H](COS(=O)(=O)O)O[C@H](O)[C@H](NS(=O)(=O)O)[C@H]2O)[C@H](OS(=O)(=O)O)[C@@H](O)[C@@H]1O,0,0,0,1,0,0,0,0,0,0,0
10144,CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC(C)C1OC1OC(CO)C(O)C(O)C1O,0,0,0,0,1,1,0,0,0,0,0
10145,CC(O)=NC(Cc1cc(F)cc(F)c1)C(O)CNC1(c2cccc(C(C)(C)C)c2)CCC(O)=[NH+]C1,0,0,0,0,0,0,0,0,1,0,0
10146,CCCCCCCCC=CCCCCCCCC(=O)OCC(O)C1OCC(O)C1O,0,0,0,0,0,-1,0,0,0,0,0
10147,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C,0,0,0,0,0,-1,0,0,0,0,0
10148,COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2,0,0,0,1,-1,1,-1,0,0,0,-1
10149,CCC(=O)C1CC(C(C)C)CC=C1C,0,0,0,0,-1,-1,0,0,0,0,0
10150,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(O)=Nc4cccc(C(=O)O)c4)C3)[C@H](C)[C@H]12,0,1,0,1,0,0,0,-1,0,0,0
10151,CCC(C(O)=NC(=N)O)c1ccccc1,0,0,1,0,-1,-1,0,0,0,0,0
10152,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,0,0,0,0,1,0,0,0,0,0,0
10153,CCCCOc1ccc(CC(O)=NO)cc1,0,0,0,0,-1,-1,-1,0,0,0,-1
10154,CN1C(=N)NC(c2ccccc2)(c2ccc(Cl)cc2)C1=O,0,0,0,0,0,0,0,0,-1,0,0
10155,CCC(O)=NC1CCNC1,0,0,0,0,0,0,0,0,0,-1,0
10156,CC(N=C(O)c1cc(-c2nc(C(C)([NH3+])Cc3ccccc3)no2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,0,0,0,0,0,0,0,0,-1,0,0
10157,C=CC(O)=Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccsc23)c1,0,0,0,0,0,0,0,0,0,0,-1
10158,OCCN1CCN(CC/C=C2/c3ccccc3COc3ccc(Cl)cc32)CC1,0,0,1,0,0,0,0,0,0,0,0
10159,CCCCC(CC)COC(=O)OOC(C)(C)C,0,0,0,0,-1,-1,0,0,0,0,0
10160,O=C(O)c1cc([N+](=O)[O-])ccc1NCCCc1ccccc1,0,0,0,0,0,0,0,0,0,0,-1
10161,CC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1c(O)cccc1C3=O,0,0,0,0,1,1,0,0,0,0,0
10162,Cc1nc2c([nH]1)-c1ccccc1N(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)CC2,-1,-1,0,1,0,0,0,-1,0,0,0
10163,CC(C)[C@@H](CN1CCCC1)N(C)C(=O)Cc1ccc(Cl)c(Cl)c1,0,0,1,0,0,0,0,0,0,0,0
10164,NC(CCC(O)=NC(CS)C(O)=NCC(=O)O)C(=O)O,0,0,0,0,-1,-1,0,0,0,0,0
10165,C=COCC1CCC(CO)CC1,0,0,0,0,-1,-1,0,0,0,0,0
10166,CC(Cc1ccc(O)c(O)c1)(NN)C(=O)O,0,0,0,1,-1,-1,0,0,0,0,0
10167,CC(C)c1cccc(C(C)C)c1,0,0,0,0,0,-1,0,0,0,0,0
10168,COCC(O)=NC(Cc1ccc2c(c1)OCO2)C(O)C[NH2+]C1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,0,0,0,0,0,0,0,0,1,0,0
10169,CCCCC1(CCOC(=N)O)C(O)=NC(=O)N=C1O,0,0,1,0,0,0,0,0,0,0,0
10170,CN1Cc2c(-c3noc(C(C)(C)O)n3)ncn2-c2cccc(Cl)c2C1=O,0,0,-1,0,0,0,0,0,0,0,0
10171,CC(C)(C)c1cccc(C[NH2+]C2CS(=O)(=O)CC(Cc3ccccc3)C2O)c1,0,0,0,0,0,0,0,0,-1,0,0
10172,Cc1cc(F)cnc1C12CC1CCN2S(C)(=O)=O,0,0,0,0,0,0,0,0,0,-1,0
10173,O=S1(=O)CCN(CN2CCS(=O)(=O)NC2)CN1,0,0,0,0,0,0,0,0,0,0,-1
10174,CN1CC(O)C2=CC(N=NC(=N)O)C(=O)C=C21,0,0,0,0,-1,-1,0,0,0,0,0
10175,CN(C)CCc1ccccn1,0,0,1,0,0,0,0,0,0,0,0
10176,Cc1nc(O)c2cccc(O)c2n1,0,0,0,0,0,0,0,0,0,0,-1
10177,CC(=O)Oc1cccc(C)c1,0,0,0,0,-1,-1,0,0,0,0,0
10178,O=S(=O)(c1ccc(O)cc1)c1ccc(O)cc1,0,0,0,0,0,-1,0,0,0,0,0
10179,N#CC[C@@H](C1CCCC1)n1cc(-c2nc[nH]c3nccc2-3)cn1,0,0,0,0,0,0,0,0,0,0,-1
10180,CC(C)(C)OC(=O)c1ncn2c1[C@@H]1CCCN1C(=O)c1c(Br)cccc1-2,0,0,1,0,0,0,0,0,0,0,-1
10181,O=C1CCCCCCCCCCCCCCCO1,0,0,0,0,-1,-1,0,0,0,0,0
10182,CCCCCCC(=O)OC1CC(C)(C)NC(C)(C)C1,0,0,0,0,0,0,0,0,0,0,-1
10183,CC(C)CCCC(C)(C)O,0,0,0,0,-1,-1,0,0,0,0,0
10184,O=C(c1cccnc1)N1CCOCC1,0,0,1,0,0,0,0,0,0,0,0
10185,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)[C@@H]2N[C@@H](COCCOC)O[C@H]([C@H]2C)[C@]1(C)O,0,0,-1,0,0,0,-1,0,0,0,0
10186,BrC(Br)C(Br)Br,0,0,0,0,-1,-1,0,0,0,0,0
10187,Cc1ncc(CO)c(CN)c1O.Cl.Cl,0,0,0,0,0,0,0,0,0,0,-1
10188,O=C1c2ccccc2C(=O)c2c(O)c(O)cc(O)c21,0,0,0,0,1,-1,0,0,0,0,0
10189,CCn1c2ccccc2c2cc(N)ccc21,0,0,0,0,0,0,0,0,0,0,0
10190,CCc1cn2c3c(cc(C(O)=NC(Cc4ccccc4)C(O)C[NH2+]C(C)(C)CCCC(C)C)cc13)N(C)S(=O)(=O)CC2,0,0,0,0,0,0,0,0,1,0,0
10191,CC(=O)OCc1ccccc1,0,0,0,0,-1,-1,0,0,0,0,0
10192,Cn1ccc(C(=O)Nc2cccc(C(=O)[O-])c2)n1,0,0,0,0,0,0,0,0,0,-1,0
10193,CC(C)n1cc(C2(c3ccc(F)c(-c4cncnc4)c3)NC(=N)N(C)C2=O)cn1,0,0,0,0,0,0,0,0,1,0,0
10194,CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1,0,0,0,0,1,0,0,0,0,0,-1
10195,CSc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,0,0,1,0,0,0,0,0,0,0,0
10196,Cc1ccc(C(=O)O)cc1,0,0,0,0,-1,-1,0,0,0,0,0
10197,O=C(O)CC[Ge](=O)O[Ge](=O)CCC(=O)O,0,0,0,1,0,0,0,0,0,0,0
10198,CC(C)c1cccc(C[NH2+]C2CS(=O)(=O)CC(Cc3cccc(Br)c3)C2O)c1,0,0,0,0,0,0,0,0,-1,0,0
10199,COc1nc(=N)[nH]c2[nH]cnc12,0,0,0,0,-1,-1,0,0,0,0,0
10200,CCCCCC1CNC(C(O)=NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)C1,0,0,-1,0,0,0,0,0,0,0,0
10201,CC[C@@]1([C@@H]2O[C@@H]([C@H]3O[C@@](O)(CO)[C@H](C)C[C@@H]3C)C[C@@H]2C)CC[C@H]([C@]2(C)CC[C@]3(C[C@H](O)[C@@H](C)[C@@H]([C@@H](C)[C@@H](OC)[C@H](C)C(=O)[O-])O3)O2)O1.[Na+],0,0,0,0,0,0,-1,0,0,0,-1
10202,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)[NH+]=C(O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,-1,0,0,0,0,0,0,0,0,0,0
10203,Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(O)=NOCCO)cc21,0,0,0,0,-1,-1,0,0,0,0,0
10204,CC1CC(O)=NN=C1c1ccc(NN=C(C#N)C#N)cc1,0,0,0,-1,0,0,0,0,0,0,0
10205,CCC1(c2ncc[nH]2)Cc2ccccc2O1,0,0,0,0,0,0,0,0,0,0,-1
10206,CCOC(=O)c1ccc(NC(=O)CN2CCCCC2)cc1,0,0,0,0,-1,-1,0,0,0,0,0
10207,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,0,-1,1,1,0,0,0,1,0,0,0
10208,COc1ccccc1C12CC1CCN2S(C)(=O)=O,0,0,0,0,0,0,0,0,0,-1,0
10209,CC(O)COC[C@H]1OC2O[C@@H]3[C@@H](COCC(C)O)OC(O[C@@H]4[C@@H](COCC(C)O)OC(O[C@@H]5[C@@H](COCC(C)O)OC(O[C@@H]6[C@@H](COCC(C)O)OC(O[C@@H]7[C@@H](COCC(C)O)OC(O[C@@H]8[C@@H](COCC(C)O)OC(O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,0,0,0,0,0,0,0,0,0,0,-1
10210,O=[N+]([O-])c1cc(Cl)c(Cl)c(Cl)c1,0,0,0,0,-1,0,0,0,0,0,0
10211,CN[C@H](CC(C)C)C(O)=N[C@H]1C(O)=N[C@@H](CC(=N)O)C(O)=N[C@H]2C(O)=N[C@H]3C(O)=N[C@H](C(O)=N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O[C@H]3C[C@](C)(N)[C@@H](O)[C@H](C)O3)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(NCc3ccc(-c4ccc(Cl)cc4)cc3)[C@@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,0,0,0,0,0,0,0,0,0,0,-1
10212,CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,0,1,0,0,0,0,-1,-1,0,0,0
10213,CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(S([NH3+])(=O)=O)cc21,-1,0,0,0,0,0,0,0,0,0,0
10214,N#Cc1cccc(-c2c[nH]c3ncnc(N4CCOCC4)c23)c1,0,0,0,0,0,0,0,0,0,0,-1
10215,COCCc1ccc(OCC(O)CNC(C)C)cc1.COCCc1ccc(OCC(O)CNC(C)C)cc1.O=C(O)C(O)C(O)C(=O)O,0,0,0,0,0,0,0,0,0,0,-1
10216,CN1C2CCC1CC(OC(=O)c1c[nH]c3ccccc13)C2,0,0,0,-1,-1,0,0,0,0,0,0
10217,CN(C)c1ccc(C(=O)NCCCCCCC(O)=NO)cc1,0,0,0,0,0,0,0,0,0,0,-1
10218,COc1ccc2c(c1)c(CC(=O)OC/C=C(\C)CC/C=C(\C)CCC=C(C)C)c(C)n2C(=O)c1ccc(Cl)cc1,0,0,0,0,0,0,-1,0,0,0,0
10219,CC(=O)O.CC(O)=N[C@H](Cc1ccc2ccccc2c1)C(O)=N[C@H](Cc1ccc(Cl)cc1)C(O)=N[C@H](Cc1cccnc1)C(O)=N[C@@H](CO)C(O)=N[C@@H](Cc1ccc(O)cc1)C(O)=N[C@H](CCCNC(=N)O)C(O)=N[C@@H](CC(C)C)C(O)=N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(O)=N[C@H](C)C(=N)O,0,0,0,0,0,0,0,0,0,0,-1
10220,CC(C)=CCCC(C)=CCO,0,0,0,0,0,-1,0,0,0,0,0
10221,CCc1nnc(N=C(O)C(F)(F)F)s1,0,0,0,0,0,0,0,0,0,-1,0
10222,N=C1NC2(c3cccc(NC(=O)c4ccc(Cl)cn4)c3)CCOCC2O1,0,0,0,0,0,0,0,0,-1,0,0
10223,CC(=O)C(C)(C)C,0,0,0,0,-1,-1,0,0,0,0,0
10224,COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@@H]1C(OC)=C[C@]23CCCN2CCc2cc4c(cc2[C@H]13)OCO4,0,0,0,0,0,0,0,0,0,0,1
10225,COc1ccc(CN(CCN(C)C)c2ncccn2)cc1.Cl,0,0,0,0,0,0,0,0,0,0,-1
10226,O=S(O)OCC1OC(OC2(COS(=O)O)OC(COS(=O)O)C(OS(=O)O)C2OS(=O)O)C(OS(=O)O)C(OS(=O)O)C1OS(=O)O,0,0,0,0,-1,-1,0,0,0,0,0
10227,CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,0,0,0,0,1,0,0,0,0,0,0
10228,CCOC(=O)c1ccccc1OC(=N)O,0,0,0,0,0,0,0,0,0,0,-1
10229,CC(C)(Oc1ccc(Cl)cc1)C(=O)N1CSCC1C(=O)O,0,0,0,0,0,0,0,0,0,0,-1
10230,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,0,1,1,1,1,-1,0,-1,0,0,0
10231,CN[C@H]1CN(c2ccc3c(=O)c(C(=O)O)cn(-c4nccs4)c3n2)C[C@@H]1OC.Cl,0,0,0,0,0,0,0,0,0,0,-1
10232,Cc1ccc(CN=c2[nH]cnc3ccc(-c4ccc(CO)o4)cc23)o1,0,0,0,0,0,0,0,0,0,0,-1
10233,Cl.O=C1c2ccccc2S(=O)(=O)N1CCCCN1CCN(c2ncccn2)CC1,0,0,1,0,0,0,0,0,0,0,0
10234,Cn1cnc([N+](=O)[O-])c1C[N+](C)(C)C/C=C/C(O)=Nc1cc2c(Nc3ccc(Cl)c(Br)c3)ncnc2cn1,1,0,0,0,0,0,0,0,0,0,0
10235,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@H](O)c1ccnc2ccccc12,0,0,0,0,0,0,0,0,0,0,-1
10236,CC(=O)[C@@]1(O)CCC2C3C=C(Cl)C4=CC(=O)[C@@H]5CC5[C@]4(C)C3CC[C@@]21C,0,0,0,0,0,0,0,0,0,0,-1
10237,C[C@@H](Cc1cc2c(c(C(=N)O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F,0,0,0,1,0,0,0,0,0,0,0
10238,COC1CC(O[C@@H]2[C@@H](C)C(=O)O[C@H](C)[C@H](C)[C@H](O)[C@@H](C)C(=O)[C@@]3(CO3)C[C@H](C)[C@H](OC3OC(C)CC(N(C)C)C3O)[C@H]2C)OC(C)C1O,0,0,-1,0,0,0,0,0,0,0,0
10239,C[N+](C)(C)C[C@H](O)CC(=O)[O-],-1,-1,0,0,0,0,-1,-1,0,0,0
10240,C=COCC(F)(F)F,0,0,1,0,0,0,0,0,0,0,0
10241,COC(=O)[C@@H]1CCN(C(C)=O)[C@H]1C,0,0,0,0,0,0,0,0,0,-1,0
10242,CSCC[C@H](N=C(O)[C@H](Cc1ccc(OS(=O)(=O)O)cc1)N=C(O)[C@@H](N)CC(=O)O)C(O)=NCC(O)=N[C@@H](Cc1c[nH]c2ccccc12)C(O)=N[C@@H](CCSC)C(O)=N[C@@H](CC(=O)O)C(O)=N[C@@H](Cc1ccccc1)C(=N)O,0,-1,0,0,0,0,0,-1,0,0,0
10243,ClC=CCCl,0,0,0,0,-1,-1,0,0,0,0,0
10244,CC#Cc1cccc(CC(N=C(O)COC)C(O)C[NH2+]C2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)c1,0,0,0,0,0,0,0,0,1,0,0
10245,Nc1ccc2cc3ccc(N)cc3nc2c1.Nc1ccc2cc3ccc(N)cc3nc2c1.O=S(=O)(O)O,0,0,0,0,0,0,0,0,0,0,-1
10246,CCO[C@H]1C[C@@]2(C)[C@@H](CC[C@H]3[C@@H]4CC[C@H](C(C)=O)[C@@]4(C)C[C@@H](N(C)C)[C@@H]32)C[C@@H]1O,0,0,1,0,0,0,0,0,0,0,0
10247,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,0,0,0,0,0,0,-1,0,0,0,-1
10248,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3[nH+]c2-1,-1,0,0,0,0,0,0,0,0,0,0
10249,CS(=O)(=O)O.c1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,0,0,0,1,0,0,0,0,0,0,0
10250,COC(C(=O)C(O)C(C)O)C1Cc2cc3cc(OC4CC(OC5CC(O)C(O)C(C)O5)C(O)C(C)O4)c(C)c(O)c3c(O)c2C(=O)C1OC1CC(OC2CC(OC3CC(C)(O)C(O)C(C)O3)C(O)C(C)O2)C(O)C(C)O1,0,0,0,0,1,1,0,0,0,0,0
10251,CCN=C(O)N1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,0,0,1,0,-1,-1,0,0,0,0,0
10252,CCCCCCOC(C)=O,0,0,0,0,-1,-1,0,0,0,0,0
10253,CC(=O)O[C@H]1C[C@H](OC2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](OC4CC[C@]5(C)[C@H]6CC[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O,-1,0,0,0,0,0,0,0,0,0,0
10254,N=C1NC(=N)c2cc3ccccc3cc21,0,0,0,0,1,1,0,0,0,0,0
10255,N=c1[nH]c2nc(=N)c(-c3ccccc3)nc-2c(N)[nH]1,-1,1,-1,1,-1,1,-1,-1,0,0,-1
10256,Nc1ccc([As](=O)(O)O)cc1,0,0,0,0,0,0,0,0,0,0,-1
10257,CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1,-1,0,0,-1,-1,-1,-1,0,0,0,0
10258,COC(=O)N1CC[C@@H]2[C@H]1CCC[C@@]2(O)C#Cc1cccc(C)c1,0,0,0,0,0,0,0,0,0,0,-1
10259,CN(N=O)C(O)=NC1C(O)OC(CO)C(O)C1O,0,0,0,1,-1,-1,0,0,0,0,0
10260,CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O,0,0,0,0,0,0,-1,0,0,0,0
10261,c1cnc2c(c1)[C@@H]1CC[C@H](C2)N1,0,0,0,0,0,0,0,0,0,-1,0
10262,COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl,0,0,0,0,0,-1,0,0,0,0,0
10263,CC(C)(C)[C@]1(O)CCN2C[C@H]3c4ccccc4CCc4cccc(c43)[C@@H]2C1.Cl,0,0,1,0,0,0,0,0,0,0,0
10264,[OH-],0,0,0,-1,0,0,0,0,0,0,0
10265,O=C(OCc1ccccc1)C(=O)OCc1ccccc1,0,0,0,0,-1,-1,0,0,0,0,0
10266,CCN(CC)CCNc1ccc(CN=CO)c2sc3ccc(OC)cc3c(=O)c12,0,0,0,0,0,1,0,0,0,0,0
10267,NCCCCC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O,0,0,0,1,-1,-1,0,0,0,0,0
10268,O=[N+]([O-])c1ccccc1Nc1ccccc1,0,0,0,0,-1,-1,0,0,0,0,0
10269,Cc1nn(C)c2c(O)nncc12,0,0,0,0,0,0,0,0,0,-1,0
10270,C=CCN1CC(C)N(C(c2ccc(C(=O)N(CC)CC)cc2)c2cccc(OC)c2)CC1C,0,0,0,0,-1,-1,0,0,0,0,0
10271,CC[C@@]1(O)C[C@H](OC2CC(N(C)C)C(OC3CC(O)C(OC4CCC(=O)C(C)O4)C(C)O3)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)[C@H]1C(=O)OC,0,0,-1,0,0,0,0,0,0,0,0
10272,Brc1cc(Br)cc(Br)c1,0,0,0,0,0,0,0,0,0,0,0
10273,CC(C)C#Cc1cccc([C@@]2(c3ccc(OC(F)F)cc3)NC(=N)N(C)C2=O)c1,0,0,0,0,0,0,0,0,1,0,0
10274,O=C(c1cc(O)c(O)c(O)c1)c1ccc(O)c(O)c1O,0,-1,0,0,1,1,-1,1,0,0,-1
10275,Cc1cc(C)c(CN=C(O)c2cc(-c3ccc(N4CCN(C)CC4)nc3)cc3c2c(C)cn3C(C)C)c(O)n1,0,0,0,0,0,0,0,0,0,0,-1
10276,CC(O)=NC(Cc1cc(F)cc(F)c1)C(O)CNC1(c2[nH+]cc(C(C)(C)C)o2)CCCCC1,0,0,0,0,0,0,0,0,-1,0,0
10277,COC(=O)CN1CN(c2ccccc2)C2(CCN(Cc3cccc4ccccc34)CC2)C1=O,0,0,0,0,0,0,0,0,0,0,-1
10278,CN(C1CCCCC1)S(=O)(=O)c1ccccc1N,0,0,0,0,0,-1,0,0,0,0,0
10279,c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,0,0,0,0,0,1,0,0,0,0,0
10280,COC(=O)CCCC(=O)O,0,0,0,0,0,-1,0,0,0,0,0
10281,Cc1ccc(OCCSc2ncccn2)c(Br)c1,0,0,0,0,0,0,0,0,0,0,-1
10282,CCn1cc2c3c(cc(C(O)=NC(Cc4ccccc4)[C@H](O)C[NH2+]CC(F)(F)F)cc31)N(C)S(=O)(=O)CC2,0,0,0,0,0,0,0,0,1,0,0
10283,CCC(C)NC(=N)O,0,0,0,0,-1,-1,0,0,0,0,0
10284,CCN=c1nc(Cl)[nH]c(=NC(C)C)[nH]1,0,0,0,0,-1,-1,0,0,0,0,0
10285,CN1C(=O)c2ccc([N+](=O)[O-])cc2C1=O,0,0,0,0,0,-1,0,0,0,0,0
10286,C=CCOC(=O)COCCC(C)C,0,0,0,0,-1,-1,0,0,0,0,0
10287,CN(C)CCOC(C)(c1ccccc1)c1cccc[nH+]1,-1,0,0,0,0,0,0,0,0,0,0
10288,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)(C)CN(C)CCC(c2ccccc2)c2ccccc2)C1c1cccc([N+](=O)[O-])c1,0,0,0,1,0,0,0,0,0,0,-1
10289,Cc1coc2c1CCC(C)C2,0,0,0,0,0,-1,0,0,0,0,0
10290,CC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2,0,0,1,0,0,0,0,0,0,0,0
10291,CC1(C)NC(=N)NC(=N)N1OCCCOc1cc(Cl)c(Cl)cc1Cl,0,0,0,0,0,0,0,0,0,0,-1
10292,CC1(C)CCC[C@@]2(C)[C@H]1CC[C@@]1(C)OC(=O)C[C@H]21,0,0,0,0,0,0,0,0,0,0,-1
10293,C=CCC=CCC=CCC=CC,0,0,0,0,0,0,0,0,0,0,0
10294,OCC=Cc1ccccc1,0,0,0,0,-1,-1,0,0,0,0,0
10295,O=C(O)c1ccccc1Nc1cccc(OCc2ccc3ccccc3n2)c1,0,0,0,0,0,0,0,0,0,0,-1
10296,CC(Oc1ccc(O)cc1)(P(=O)(O)O)P(=O)(O)O,0,0,0,0,0,0,0,0,0,0,-1
10297,OC(Cn1ccnc1)c1ccc(CCc2ccccc2)cc1,0,0,1,0,0,0,0,0,0,0,0
10298,CC[C@@H](C(=O)O)C1CC[C@H](C)C([C@@H](C)[C@H](O)[C@H](C)C(=O)[C@H](CC)C2O[C@]3(C=C[C@@H](O)[C@]4(CC[C@@](C)(C5CC[C@](O)(CC)[C@H](C)O5)O4)O3)[C@H](C)C[C@@H]2C)O1,0,0,0,0,0,0,0,0,0,0,-1
10299,COc1ccc2cc(-c3nc(-c4ccc(S(C)=O)cc4)[nH]c3-c3ccncc3)ccc2c1,0,0,0,0,0,0,0,0,0,0,-1
10300,CON=C(C([O-])=NC1C(=O)N2C(C(=O)O)=C(COC(=N)O)CSC12)c1ccco1,0,0,0,1,0,0,0,0,0,0,0
10301,Oc1cccc(Cl)c1Cl,0,0,0,0,1,-1,0,0,0,0,0
10302,CCCCc1ccc(C(N)=O)nc1,0,0,0,0,0,0,0,0,0,0,-1
10303,COCc1cc2cc(c1)C(O)=NC(C(O)CNC(C)(C)c1cccc(C(C)C)c1)Cc1cccc(c1)OCCCC[NH2+]2,0,0,0,0,0,0,0,0,1,0,0
10304,CNCCC(Oc1cccc2ccccc12)c1cccs1,0,0,1,0,0,0,0,0,0,0,0
10305,CCCC(O)=Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1.Cl,0,0,0,0,0,0,-1,0,0,0,-1
10306,C=C1CC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC2(C)C1(O)C(=O)CO,0,0,1,0,0,0,0,0,0,0,0
10307,COc1c(Br)cc(Br)c(C)c1Br,0,0,0,0,0,-1,0,0,0,0,0
10308,OC(C1=NCCN1)(c1ccc(Cl)cc1)c1ccccn1,0,0,1,0,0,0,0,0,0,0,0
10309,COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,0,0,0,0,1,0,0,0,0,0,0
10310,CC(C)COc1ccc2c(c1)[C@]1(COC(=N)N1)c1cc(-c3cncnc3)ccc1O2,0,0,0,0,0,0,0,0,1,0,0
10311,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C,0,0,0,0,-1,-1,0,0,0,0,0
10312,CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O.Cl,0,0,0,0,0,0,0,0,0,0,-1
10313,CC1(C)CC(=O)CC(C)(C)N1O,0,0,0,0,-1,-1,0,0,0,0,0
10314,O=c1c2ccccc2nc(O)n1CCN1C[C@H]2C[C@H](c3ccc(F)cc3)[C@H]2C1,0,0,1,0,0,0,0,0,0,0,0
